id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,towers,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,location
7215720160,20150304T000000,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,Mulund
2254502445,20140530T000000,385000,3,1,1220,4800,1,0,0,3,6,1220,0,2000,0,98122,47.6101,-122.307,1200,4800,Kalyan
2264500350,20150418T000000,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,2000,0,98103,47.65,-122.34,1330,4400,Thane
7549802535,20141111T000000,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,2000,0,98108,47.5511,-122.312,1500,6480,Mulund
7465900060,20150205T000000,425000,3,1,1010,5864,1,0,0,3,7,1010,0,2000,0,98116,47.5733,-122.381,1290,5000,Kalyan
6300000550,20140717T000000,464000,6,3,2300,3404,2,0,0,3,7,1600,700,2000,1994,98133,47.7067,-122.343,1560,1312,Mulund
257000138,20150115T000000,280000,2,1,850,16400,1,0,0,3,6,850,0,2000,0,98168,47.4889,-122.299,1100,14459,Ghatkopar
1909600046,20140703T000000,445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,Ghatkopar
8096000060,20150413T000000,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,2000,1978,98166,47.4497,-122.375,2030,13193,Kalyan
7228500560,20150320T000000,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,2000,2005,98122,47.6136,-122.303,1510,4740,Mulund
9468200125,20140826T000000,480000,2,1,1030,3060,1,0,2,4,7,790,240,2000,0,98103,47.6779,-122.353,1390,3060,Kalyan
2025069065,20140929T000000,2.40E+06,4,2.5,3650,8354,1,1,4,3,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,Mulund
3797001895,20150422T000000,481000,3,1.75,1560,3000,1,0,0,4,6,770,790,2000,0,98103,47.6846,-122.345,1390,3000,Ghatkopar
8722101360,20141202T000000,780000,3,1,1660,4400,1.5,0,0,3,8,1460,200,2000,0,98112,47.6362,-122.302,1660,4400,Navi Mumbai
9412900055,20150505T000000,405000,3,1.75,2390,6000,1,0,0,3,6,1240,1150,2000,0,98118,47.5362,-122.268,2020,6000,Kalyan
7424700045,20150513T000000,2.05E+06,5,3,3830,8480,2,0,1,5,9,2630,1200,2000,1994,98122,47.6166,-122.287,3050,7556,Thane
5016001535,20150217T000000,725000,3,1.75,1920,3300,1,0,0,4,8,960,960,2000,0,98112,47.6239,-122.298,1740,4000,Navi Mumbai
7171200445,20150228T000000,550700,2,1,1010,5000,1.5,0,0,4,6,1010,0,2000,0,98105,47.6692,-122.297,1460,5000,Kalyan
952003285,20140805T000000,679900,3,2.5,2440,5750,2,0,2,3,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,Mulund
9528102772,20140708T000000,438000,2,2,1270,1372,3,0,0,3,8,1270,0,2000,0,98115,47.6776,-122.318,1610,3090,Thane
8651611170,20150213T000000,868700,3,4.25,3840,6161,2,0,0,3,10,3840,0,2000,0,98074,47.6336,-122.064,3230,7709,Mulund
8651610890,20141014T000000,1.15E+06,4,3.25,4190,10259,2,0,0,3,11,3150,1040,2000,0,98074,47.6332,-122.066,4300,11919,Thane
7852030960,20141106T000000,437500,3,2.5,2120,4500,2,0,0,3,7,2120,0,2000,0,98065,47.5322,-121.88,2530,4816,Kalyan
6865200444,20140505T000000,531000,2,3,1270,1175,2,0,0,3,8,1110,160,2000,0,98103,47.6634,-122.34,1290,1800,Kalyan
7340500270,20150123T000000,560000,4,2.5,2940,6000,2,0,0,3,8,2940,0,2000,0,98011,47.7533,-122.198,2510,6600,Kalyan
7517500611,20140521T000000,720000,3,2.5,2020,1159,3,0,3,3,8,2020,0,2000,0,98103,47.6617,-122.356,1920,3600,Navi Mumbai
2379300340,20150331T000000,321500,4,2.5,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168,Thane
2798600240,20141114T000000,295700,4,2.5,1720,5805,2,0,0,3,8,1720,0,2000,0,98092,47.3286,-122.208,2360,7700,Ghatkopar
3260810260,20150505T000000,375000,3,2.5,2050,7205,2,0,0,3,8,2050,0,2000,0,98003,47.3487,-122.304,2050,7264,Ghatkopar
3323069084,20140909T000000,620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,98038,47.4306,-122.049,1890,65340,Thane
5003600240,20141204T000000,292000,4,2.5,2060,5950,2,0,0,3,8,2060,0,2000,0,98030,47.3631,-122.192,2242,6406,Mulund
4279200060,20141230T000000,420000,4,2.5,2110,9825,2,0,0,3,8,2110,0,2000,0,98059,47.4979,-122.153,1650,9900,Navi Mumbai
8902500118,20140812T000000,326000,3,2.5,1782,1577,3,0,0,3,7,1782,0,2000,0,98125,47.7114,-122.301,1550,1744,Navi Mumbai
4309720160,20141107T000000,785000,3,2.5,2930,33981,2,0,2,3,9,2930,0,2000,0,98059,47.5151,-122.12,3720,35230,Thane
1888120140,20140709T000000,989000,5,4.5,4030,13474,2,0,0,3,11,4030,0,2000,0,98075,47.5812,-121.995,3860,12438,Ghatkopar
9269260240,20150424T000000,501000,4,2.25,2680,5439,2,0,0,3,7,2680,0,2000,0,98011,47.7534,-122.218,2460,4473,Thane
8856970570,20141027T000000,322500,4,2.5,1940,7107,2,0,0,3,7,1940,0,2000,0,98038,47.3843,-122.032,1850,5705,Thane
2175100055,20141230T000000,1.70E+06,5,5,4930,14649,2,0,3,3,11,4160,770,2000,0,98040,47.5829,-122.247,3030,8479,Kalyan
4139500200,20150305T000000,1.38E+06,6,4.5,5740,10312,2,0,2,3,11,3610,2130,2000,0,98006,47.5533,-122.11,4350,11917,Kalyan
6441800060,20141209T000000,725786,4,2.5,3070,5762,2,0,0,3,10,3070,0,2000,0,98075,47.5847,-122.08,3630,6500,Ghatkopar
7215730310,20140714T000000,726000,5,3,2970,10335,2,0,0,3,9,2970,0,2000,0,98075,47.598,-122.019,2970,10335,Ghatkopar
9828702812,20140923T000000,582000,4,3,1670,1189,3,0,0,3,8,1427,243,2000,0,98122,47.6182,-122.302,1700,1401,Kalyan
7852020300,20150313T000000,525000,3,2.5,2200,4544,2,0,0,3,8,2200,0,2000,0,98065,47.5319,-121.867,2400,5431,Navi Mumbai
6979940100,20150129T000000,805000,5,2.5,3320,7266,2,0,0,3,9,3320,0,2000,0,98075,47.5862,-122.054,3060,10269,Kalyan
4309710100,20140620T000000,725000,4,3.25,3940,27591,2,0,3,3,9,3440,500,2000,0,98059,47.5157,-122.116,3420,29170,Thane
4364700805,20141015T000000,315000,1,1,580,7200,1,0,0,3,6,580,0,2000,0,98126,47.5249,-122.373,1360,7560,Ghatkopar
7215730090,20140609T000000,700000,4,3,3150,7778,2,0,0,3,9,3150,0,2000,0,98075,47.5972,-122.018,2970,6500,Thane
3885803245,20150305T000000,1.65E+06,5,4,3310,8400,2,0,0,3,10,3310,0,2000,0,98033,47.6914,-122.214,3430,8400,Thane
9521100855,20140610T000000,440000,3,1.5,1290,1286,3,0,0,3,7,1290,0,2000,0,98103,47.6617,-122.349,1720,1286,Kalyan
8691360490,20150424T000000,960000,4,3.5,4610,11676,2,0,0,3,10,4610,0,2000,0,98075,47.6011,-121.983,3900,11164,Ghatkopar
808300090,20150116T000000,435000,4,2.5,2650,9065,2,0,0,3,7,2650,0,2000,0,98019,47.7258,-121.959,2590,13218,Navi Mumbai
7852060490,20140709T000000,356000,3,2.5,1590,3411,2,0,0,3,7,1590,0,2000,0,98065,47.5303,-121.878,1590,3411,Mulund
5154200015,20150414T000000,1.71E+06,3,3,2490,27702,2,1,4,3,10,2490,0,2000,0,98116,47.5596,-122.403,2580,12119,Ghatkopar
3526039160,20140814T000000,1.10E+06,3,3,3700,16857,1,0,0,3,10,2170,1530,2000,0,98117,47.6956,-122.392,2320,12000,Mulund
1769600147,20140731T000000,477590,3,3.25,2260,7701,2,0,0,3,8,1760,500,2000,0,98146,47.5053,-122.377,1880,7529,Navi Mumbai
9113200020,20140612T000000,717000,3,2.5,2480,5137,2,0,0,3,9,2480,0,2000,0,98052,47.684,-122.164,2480,6023,Navi Mumbai
5547700190,20150330T000000,672500,3,2.5,2450,5760,2,0,0,3,9,2450,0,2000,0,98074,47.6145,-122.026,2450,5762,Ghatkopar
4014400190,20140714T000000,482000,4,2.5,2846,85377,1.5,0,0,3,8,1976,870,2000,0,98001,47.317,-122.281,1696,57934,Ghatkopar
7237550020,20140703T000000,1.10E+06,4,3.75,5070,60123,2,0,0,3,11,5070,0,2000,0,98053,47.6567,-122.004,4920,101930,Navi Mumbai
2780700050,20141106T000000,432000,3,2.5,1920,9812,2,0,0,3,8,1920,0,2000,0,98028,47.7633,-122.243,1830,10534,Ghatkopar
9406540130,20150403T000000,489000,4,2.5,3910,8442,2,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7576,Mulund
9478400080,20140512T000000,750000,4,2.5,2980,4930,2,0,0,3,9,2890,90,2000,0,98006,47.5445,-122.12,2980,6099,Kalyan
3303960250,20150507T000000,1.05E+06,4,3.25,4020,11588,2,0,0,3,11,4020,0,2000,0,98059,47.5217,-122.155,3190,8066,Mulund
7169200221,20141023T000000,497000,3,2.25,1450,1387,3,0,0,3,8,1450,0,2000,0,98115,47.6765,-122.302,1450,1429,Mulund
238000244,20140617T000000,421000,3,2.5,2890,21780,2,0,0,3,8,2890,0,2000,0,98188,47.4326,-122.286,2120,8117,Kalyan
9406540050,20140905T000000,428400,4,2.5,2650,6000,2,0,0,3,9,2650,0,2000,0,98038,47.3768,-122.028,2630,6381,Ghatkopar
2767700022,20150113T000000,500000,3,3.25,1520,1500,3,0,0,3,7,1520,0,2000,0,98107,47.67,-122.389,1520,1323,Thane
9528102771,20140904T000000,499000,3,2.5,1610,1728,3,0,0,3,8,1610,0,2000,0,98115,47.6776,-122.318,1540,3090,Ghatkopar
9577800005,20141022T000000,775000,3,2.5,2780,5467,2,0,2,3,9,2780,0,2000,0,98126,47.5791,-122.378,2630,5000,Ghatkopar
9359100500,20140527T000000,1.80E+06,4,3.25,4060,13000,2,0,3,3,11,4060,0,2000,0,98040,47.581,-122.246,3220,13800,Mulund
5003600080,20150414T000000,325000,4,2.5,2200,7719,2,0,0,3,8,2200,0,2000,0,98030,47.3649,-122.194,2460,7348,Ghatkopar
7010700660,20150428T000000,807000,3,2.5,1940,4000,2,0,0,4,9,1940,0,2000,0,98199,47.659,-122.398,1410,4000,Thane
9406540190,20141110T000000,315000,4,2.5,1780,6000,2,0,0,3,9,1780,0,2000,0,98038,47.3774,-122.027,2650,6000,Navi Mumbai
1725059316,20141120T000000,2.39E+06,4,4,6330,13296,2,0,2,3,13,4900,1430,2000,0,98033,47.6488,-122.201,2200,9196,Ghatkopar
9206700190,20150306T000000,713900,3,2.5,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444,Ghatkopar
3523069008,20150505T000000,890000,4,3.25,4360,210254,1,0,0,3,10,2320,2040,2000,0,98038,47.4375,-122.008,2410,87120,Mulund
1888120080,20140922T000000,870000,4,4,3610,12811,2,0,0,3,10,3610,0,2000,0,98075,47.5812,-121.993,3530,11783,Thane
8691360380,20150414T000000,865000,4,2.5,3560,13981,2,0,0,3,10,3560,0,2000,0,98075,47.6002,-121.98,3840,13624,Mulund
2626069030,20150209T000000,1.94E+06,4,5.75,7220,223462,2,0,4,3,12,6220,1000,2000,0,98053,47.7097,-122.013,2680,7593,Ghatkopar
2114700190,20141212T000000,385000,4,3.25,1790,2460,2,0,0,4,7,1100,690,2000,0,98106,47.534,-122.346,1260,4040,Ghatkopar
993000950,20140906T000000,320000,2,1.5,1110,1200,3,0,0,3,8,1110,0,2000,0,98103,47.6931,-122.342,1110,1363,Mulund
7215721330,20141023T000000,485000,3,2.5,1650,4218,2,0,0,3,8,1650,0,2000,0,98075,47.5998,-122.016,1650,4559,Mulund
1421079007,20150324T000000,408506,3,2.75,2480,209199,1.5,0,0,3,8,1870,610,2000,0,98010,47.3085,-121.888,2040,219229,Thane
4309710250,20140505T000000,736500,4,2.5,3180,21904,2,0,3,3,9,3180,0,2000,0,98059,47.515,-122.117,3715,29170,Navi Mumbai
1912100882,20140730T000000,482000,2,2.25,1350,1248,2,0,0,3,7,1180,170,2000,0,98102,47.6399,-122.32,1760,3360,Navi Mumbai
9113200290,20140625T000000,725000,4,2.5,2490,5170,2,0,0,4,9,2490,0,2000,0,98052,47.6836,-122.162,2490,5170,Ghatkopar
5592050080,20150429T000000,449999,4,2.5,1950,4947,2,0,0,3,8,1950,0,2000,0,98056,47.5042,-122.193,1760,5611,Ghatkopar
253600150,20140826T000000,380000,2,2.5,1860,3504,2,0,0,3,7,1860,0,2000,0,98028,47.776,-122.239,1860,4246,Thane
7228501910,20150122T000000,507200,3,3.5,1630,1329,2,0,0,3,9,1360,270,2000,0,98122,47.6159,-122.306,1580,1319,Thane
4232401265,20141020T000000,1.11E+06,5,3.5,3090,3600,2,0,0,3,9,2060,1030,2000,0,98112,47.6217,-122.309,2240,3904,Mulund
9286000150,20150330T000000,1.13E+06,6,4,5330,18116,2,0,0,3,11,3950,1380,2000,0,98006,47.5503,-122.137,4590,16900,Kalyan
7135520610,20140529T000000,950000,4,3.5,4140,13392,2,0,0,3,11,4140,0,2000,0,98059,47.5261,-122.144,4140,11529,Thane
5003600120,20150415T000000,320000,4,2.5,2110,6295,2,0,0,3,8,2110,0,2000,0,98030,47.3641,-122.193,2720,6311,Thane
3820350120,20140822T000000,310000,3,2.5,1590,3359,2,0,0,3,7,1590,0,2000,0,98019,47.7349,-121.986,1820,3383,Navi Mumbai
7579200915,20150401T000000,920000,5,4.5,3820,5750,2,0,3,3,9,2830,990,2000,0,98116,47.5581,-122.385,1750,5750,Mulund
2817210210,20150401T000000,695000,3,2,2632,18743,2,0,3,3,10,2632,0,2000,0,98070,47.3743,-122.421,1970,14171,Navi Mumbai
7852090180,20140804T000000,538500,3,3.5,2500,4270,2,0,0,3,8,2500,0,2000,0,98065,47.536,-121.877,2420,4205,Thane
9406540150,20140722T000000,470000,5,3.25,3910,7077,2,0,0,3,9,2710,1200,2000,0,98038,47.3766,-122.027,2650,7077,Ghatkopar
121059038,20150324T000000,397900,3,2.75,2500,35245,1,0,0,3,7,1580,920,2000,0,98042,47.3414,-122.117,2060,153766,Kalyan
6151800330,20150421T000000,790000,3,2.5,2390,15084,2,0,0,3,8,2390,0,2000,0,98010,47.3389,-122.048,1850,17494,Kalyan
7135520650,20141212T000000,1.21E+06,5,4.25,4420,13497,2,0,0,3,11,3510,910,2000,0,98059,47.5262,-122.143,4220,12015,Mulund
8860500150,20140613T000000,380000,4,2.5,2540,6365,2,0,0,3,8,1870,670,2000,0,98055,47.4608,-122.215,2290,5942,Navi Mumbai
2723069146,20150424T000000,660000,4,2.5,3170,186436,2,0,0,3,9,3170,0,2000,0,98038,47.4475,-122.034,3250,215186,Ghatkopar
3324079089,20141121T000000,1.34E+06,4,4,5050,202554,2,0,0,3,10,3260,1790,2000,0,98027,47.5269,-121.922,3370,213444,Thane
1223089038,20140711T000000,665000,5,2.25,3320,60984,2,0,0,3,9,3320,0,2000,0,98045,47.4862,-121.718,1580,55322,Thane
2267000458,20150501T000000,497000,3,2.5,1220,1475,3,0,0,3,8,1220,0,2000,0,98117,47.6909,-122.395,1220,1546,Navi Mumbai
2623089002,20150416T000000,446250,3,2.5,2380,214315,1.5,0,0,3,9,2380,0,2000,0,98045,47.4525,-121.748,2400,68824,Navi Mumbai
7215730070,20140911T000000,680000,5,3,2970,6500,2,0,0,3,9,2970,0,2000,0,98075,47.5973,-122.018,2970,6588,Thane
2770601677,20150422T000000,494000,3,3.5,1570,1486,2.5,0,0,3,8,1330,240,2000,0,98199,47.652,-122.384,1610,1486,Ghatkopar
1995200338,20141029T000000,738000,4,2.5,2830,5010,2,0,0,3,9,2170,660,2000,0,98115,47.6952,-122.327,1880,5739,Mulund
7215720070,20140806T000000,1.25E+06,5,5,5000,32909,2,0,0,3,10,5000,0,2000,0,98075,47.6012,-122.022,3030,12601,Ghatkopar
7852030310,20140618T000000,440000,4,2.5,2410,4780,2,0,0,3,7,2410,0,2000,0,98065,47.5326,-121.879,2410,4025,Ghatkopar
7852020800,20150402T000000,465000,3,2.5,1890,4808,2,0,0,3,8,1890,0,2000,0,98065,47.5348,-121.866,2460,5348,Kalyan
2324800350,20140506T000000,860000,4,2,3740,32417,2,0,0,3,9,3740,0,2000,0,98053,47.6728,-122.012,3180,32417,Ghatkopar
3629870200,20150306T000000,550000,3,2.5,1740,3082,2,0,0,3,8,1740,0,2000,0,98029,47.5489,-122.006,1910,3075,Mulund
7852060370,20140811T000000,355000,3,2.5,1590,4242,2,0,0,3,7,1590,0,2000,0,98065,47.5309,-121.876,1590,3702,Kalyan
1786630160,20140711T000000,344200,4,2.5,2490,5812,2,0,0,3,8,2490,0,2000,0,98042,47.3875,-122.155,2690,6012,Mulund
3259400030,20141125T000000,370000,2,1,1270,1399,3,0,0,3,7,1270,0,2000,0,98136,47.5552,-122.381,1140,1442,Kalyan
6646200710,20150409T000000,654300,3,2.5,2490,8582,2,0,0,3,9,2490,0,2000,0,98074,47.625,-122.042,2870,7598,Mulund
253600160,20140530T000000,384950,3,2.5,1860,3690,2,0,0,3,7,1860,0,2000,0,98028,47.776,-122.239,1870,4394,Navi Mumbai
2722059185,20140910T000000,445000,4,2.5,2360,81892,1,0,0,3,8,2360,0,2000,0,98042,47.369,-122.156,1730,18096,Navi Mumbai
322059326,20150427T000000,362500,3,2,1940,40588,1,0,0,3,7,1940,0,2000,0,98058,47.4252,-122.159,1860,9657,Ghatkopar
3259400024,20150427T000000,340000,3,2,1150,700,2,0,0,3,7,800,350,2000,0,98136,47.5552,-122.381,1060,1910,Kalyan
7326200030,20150413T000000,350000,3,2.25,1550,5401,2,0,0,3,7,1550,0,2000,0,98019,47.737,-121.967,1740,4485,Thane
1912100875,20150423T000000,555000,2,2.25,1370,1248,2,0,0,3,7,1200,170,2000,0,98102,47.6399,-122.32,1800,3360,Kalyan
1972200696,20141006T000000,521000,3,3.25,1460,1254,3,0,0,3,8,1460,0,2000,0,98103,47.6535,-122.353,1400,1255,Mulund
2767704756,20141020T000000,470000,3,3.5,1280,1257,2,0,0,3,8,1040,240,2000,0,98107,47.6721,-122.374,1280,1249,Navi Mumbai
853600310,20140828T000000,1.61E+06,5,4.5,6085,142725,3,0,0,3,11,6085,0,2000,0,98014,47.6085,-121.952,4830,128457,Ghatkopar
9126100487,20140813T000000,408000,3,3,1500,1473,2,0,0,3,8,1120,380,2000,0,98122,47.6063,-122.305,1720,1976,Mulund
808300200,20150319T000000,468000,4,2.5,3040,20682,2,0,0,3,7,3040,0,2000,0,98019,47.7245,-121.959,2670,9742,Kalyan
3407700012,20141106T000000,1.08E+06,4,3.5,3740,41458,2,0,2,3,11,3740,0,2000,0,98072,47.7375,-122.139,3750,38325,Kalyan
2421059036,20150415T000000,495000,3,2.5,2577,156816,2,0,0,3,8,2577,0,2000,0,98092,47.2935,-122.108,2090,156816,Navi Mumbai
3860900003,20140617T000000,1.17E+06,4,2.5,2570,6251,2,0,0,3,9,2570,0,2000,0,98004,47.593,-122.197,2570,9588,Kalyan
3395040200,20140709T000000,299880,3,2.5,1460,3044,2,0,0,3,7,1460,0,2000,0,98108,47.544,-122.296,1490,3044,Mulund
4397650160,20140922T000000,848000,3,3.5,3010,5717,2,0,0,3,10,3010,0,2000,0,98007,47.5943,-122.15,2780,5138,Ghatkopar
3629860060,20150312T000000,827500,5,4.25,3920,5823,2,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,Ghatkopar
2782100260,20150303T000000,647000,4,2.5,2390,5800,2,0,0,3,9,2390,0,2000,0,98075,47.5965,-122.038,2590,6507,Thane
476000338,20150225T000000,491000,3,2,1250,1306,3,0,0,3,7,1250,0,2000,0,98107,47.6705,-122.39,1320,1306,Ghatkopar
3820350140,20140827T000000,300000,3,2.5,1590,3381,2,0,0,3,7,1590,0,2000,0,98019,47.7344,-121.986,1820,3383,Thane
7560000070,20140610T000000,710000,3,3.5,2440,3427,2,0,0,3,7,1990,450,2000,0,98005,47.589,-122.165,2440,2601,Kalyan
9286100200,20140813T000000,450000,3,2.5,1670,2589,2,0,0,3,8,1670,0,2000,0,98027,47.5314,-122.047,1670,2897,Kalyan
1226069045,20140827T000000,979500,4,3.75,4133,361548,2,0,0,3,11,4133,0,2000,0,98019,47.7479,-121.972,1970,291416,Thane
9286100150,20140811T000000,475200,3,2.5,1670,3980,2,0,0,3,8,1670,0,2000,0,98027,47.5317,-122.047,1670,2897,Navi Mumbai
9477920120,20150212T000000,505000,4,2.5,3170,5340,2,0,0,3,7,3170,0,2000,0,98059,47.4911,-122.138,3010,5340,Kalyan
2817100910,20140616T000000,385000,3,2,1590,9912,2,0,0,3,8,1590,0,2000,0,98070,47.3731,-122.43,1670,9912,Mulund
6909200401,20140908T000000,536500,4,2.5,1720,3515,2,0,2,3,8,1470,250,2000,0,98144,47.591,-122.293,1140,2208,Kalyan
8651611590,20140528T000000,840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460,Kalyan
2026049183,20150402T000000,324950,2,1.5,1230,1516,3,0,0,3,8,1230,0,2000,0,98125,47.7265,-122.314,1352,1411,Navi Mumbai
7517500610,20150304T000000,781000,3,2.5,1920,1896,3,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,2994,Navi Mumbai
2524049318,20140528T000000,2.00E+06,4,3,4260,18000,2,0,2,3,11,4260,0,2000,0,98040,47.5355,-122.24,3540,17015,Mulund
6145601312,20141029T000000,322000,3,3.25,1380,1225,3,0,0,3,7,1380,0,2000,0,98133,47.7035,-122.351,1380,1704,Kalyan
9133600120,20150408T000000,417000,3,2.5,2040,11211,2,0,0,3,8,2040,0,2000,0,98055,47.4867,-122.223,1830,11964,Kalyan
2267000453,20140627T000000,415000,3,2.5,1060,1536,2,0,0,3,8,1060,0,2000,0,98117,47.6907,-122.395,1220,1316,Mulund
7937900220,20141009T000000,716500,5,2.75,3630,38461,2,0,0,3,11,3630,0,2000,0,98058,47.4289,-122.094,4440,50378,Mulund
1545800205,20140613T000000,324900,4,2.5,1880,7965,2,0,0,3,7,1880,0,2000,0,98038,47.3642,-122.052,1570,7584,Mulund
4128500210,20140513T000000,975000,4,2.5,3490,7494,2,0,3,3,11,3490,0,2000,0,98006,47.559,-122.127,3260,8437,Mulund
9113200180,20140905T000000,852500,4,2.5,3480,6315,2,0,0,3,9,2360,1120,2000,0,98052,47.6841,-122.161,3620,5233,Mulund
253600180,20150203T000000,427500,4,2.5,2010,6294,2,0,0,3,7,2010,0,2000,0,98028,47.776,-122.24,1870,4394,Thane
705730180,20141021T000000,339995,4,2.5,2180,5367,2,0,0,3,7,2180,0,2000,0,98038,47.3775,-122.022,2180,5130,Navi Mumbai
9241900150,20140827T000000,950000,3,2.5,3080,8448,2,0,2,3,9,3080,0,2000,0,98199,47.6469,-122.389,2500,6400,Navi Mumbai
3260810580,20150417T000000,345000,3,2.75,2190,7258,2,0,0,3,8,2190,0,2000,0,98003,47.3486,-122.301,2190,8645,Navi Mumbai
7954300220,20140730T000000,600000,4,2.5,3010,7953,2,0,0,3,9,3010,0,2000,0,98056,47.522,-122.19,2670,6202,Kalyan
6821600145,20141110T000000,824000,2,1,1210,8400,1,0,0,3,8,780,430,2000,0,98199,47.6503,-122.393,1860,6000,Mulund
7852020790,20140627T000000,490000,3,2.5,2230,5348,2,0,0,3,8,2230,0,2000,0,98065,47.5347,-121.866,2190,5205,Navi Mumbai
7215730120,20150504T000000,606500,3,2.5,2170,5500,2,0,0,3,8,2170,0,2000,0,98075,47.5975,-122.018,2170,5862,Navi Mumbai
2767603577,20150506T000000,475000,2,1.5,1170,1250,3,0,0,3,8,1170,0,2000,0,98107,47.6719,-122.38,1310,1308,Kalyan
2621730220,20140514T000000,740000,4,2.5,3430,10157,2,0,0,3,10,3430,0,2000,0,98034,47.723,-122.158,3480,10157,Kalyan
6979900010,20140905T000000,975000,4,2.5,3420,183387,2,0,0,3,10,3420,0,2000,0,98053,47.633,-121.972,2260,34613,Kalyan
3521059134,20140523T000000,900000,3,3.5,4080,217697,1.5,0,3,3,10,4080,0,2000,0,98092,47.2604,-122.139,2710,217790,Ghatkopar
9264930980,20140728T000000,340000,4,2.5,2380,9362,2,0,0,3,8,2380,0,2000,0,98023,47.3148,-122.349,2190,9840,Thane
6140100022,20140826T000000,345000,3,3.25,1600,1882,2,0,0,3,8,1360,240,2000,0,98133,47.7151,-122.355,1390,1379,Kalyan
5015000346,20141104T000000,1.05E+06,4,3.5,3500,4000,2,0,0,3,10,2560,940,2000,0,98112,47.628,-122.299,1910,4000,Navi Mumbai
1310430130,20141009T000000,459000,4,2.75,2790,6600,2,0,0,3,9,2790,0,2000,0,98058,47.4362,-122.109,2900,6752,Kalyan
2767604551,20140822T000000,371000,2,1.5,1110,1189,3,0,0,3,8,1110,0,2000,0,98107,47.6711,-122.377,1420,1311,Ghatkopar
